# CSV-File created with merge-csv.com
# -----------------------------------------------------------

id1,id2,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
30614,FIX,"[comfort,systems,usa,inc,syracuse]","[comfort,systems,usa,inc,common,stock]","Comfort Systems USA, Inc. (Syracuse)",Comfort Systems USA Inc. Common Stock,0.5714285714285714
35421,JPM,"[jp,morgan,chase,co]","[jp,morgan,chase,co,common,stock]",JP Morgan Chase & Co.,JP Morgan Chase & Co. Common Stock,0.6666666666666666
16121,CRD/B,"[crawford,and,company]","[crawford,company]",Crawford and Company,Crawford & Company,0.6666666666666666
3062,ADM,"[archer,daniels,midland,company,adm]","[archer,daniels,midland,company,common,stock]",Archer-Daniels-Midland Company (ADM),Archer-Daniels-Midland Company Common Stock,0.5714285714285714
322,NSC,"[norfolk,southern,corporation]","[norfolk,southern,corporation,common,stock]",NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Common Stock,0.6
42758,ATRA,"[atara,biotherapeutics,inc]","[atara,biotherapeutics,inc,common,stock]","Atara Biotherapeutics, Inc.",Atara Biotherapeutics Inc. Common Stock,0.6
30496,GT,"[the,goodyear,tire,rubber,company]","[the,goodyear,tire,rubber,company,common,stock]",The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company Common Stock,0.7142857142857143
42677,HLTH,"[cue,health,inc]","[cue,health,inc,common,stock]",Cue Health Inc.,Cue Health Inc. Common Stock,0.6
43409,ADVM,"[adverum,biotechnologies,inc]","[adverum,biotechnologies,inc,common,stock]","Adverum Biotechnologies, Inc.",Adverum Biotechnologies Inc. Common Stock,0.6
5360,ROST,"[ross,stores,inc]","[ross,stores,inc,common,stock]","Ross Stores, Inc.",Ross Stores Inc. Common Stock,0.6
5542,AMWD,"[american,woodmark,corporation]","[american,woodmark,corporation,common,stock]",American Woodmark Corporation,American Woodmark Corporation Common Stock,0.6
16852,MHK,"[mohawk,industries,inc]","[mohawk,industries,inc,common,stock]","Mohawk Industries,inc.",Mohawk Industries Inc. Common Stock,0.6
25279,BK,"[the,bank,of,new,york,mellon,cdo,unit]","[the,bank,of,new,york,mellon,corporation,common,stock]",The Bank of New York Mellon (CDO Unit),The Bank of New York Mellon Corporation Common Stock,0.5454545454545454
43376,TLIS,"[talis,biomedical,corporation]","[talis,biomedical,corporation,common,stock]",Talis Biomedical Corporation,Talis Biomedical Corporation Common Stock,0.6
44098,FL,"[foot,locker,inc]","[foot,locker,inc]","Foot Locker, Inc.",Foot Locker Inc.,1.0
16304,DKS,"[dick,s,sporting,goods]","[dick,s,sporting,goods,inc,common,stock]",Dick's Sporting Goods,Dick's Sporting Goods Inc Common Stock,0.5714285714285714
20534,ADM,"[archer,daniels,midland,company]","[archer,daniels,midland,company,common,stock]",Archer Daniels Midland Company,Archer-Daniels-Midland Company Common Stock,0.6666666666666666
2169,GE,"[general,electric,company]","[general,electric,company,common,stock]",General Electric Company,General Electric Company Common Stock,0.6
37996,PBI,"[pitney,bowes,inc]","[pitney,bowes,inc,common,stock]","Pitney Bowes, Inc",Pitney Bowes Inc. Common Stock,0.6
31960,TOL,"[toll,brothers,inc]","[toll,brothers,inc,common,stock]",Toll Brothers Inc,Toll Brothers Inc. Common Stock,0.6
9073,KMI,"[kinder,morgan,inc]","[kinder,morgan,inc,common,stock]","Kinder Morgan, Inc.",Kinder Morgan Inc. Common Stock,0.6
13452,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,0.6666666666666666
237,TMO,"[thermo,fisher,scientific,inc]","[thermo,fisher,scientific,inc,common,stock]","THERMO FISHER SCIENTIFIC, INC.",Thermo Fisher Scientific Inc Common Stock,0.6666666666666666
37855,NRG,"[nrg,energy,inc]","[nrg,energy,inc,common,stock]","NRG Energy, Inc.",NRG Energy Inc. Common Stock,0.6
41357,BK,"[bank,of,new,york,mellon,corporation]","[the,bank,of,new,york,mellon,corporation,common,stock]",BANK OF NEW YORK MELLON CORPORATION,The Bank of New York Mellon Corporation Common Stock,0.6666666666666666
42734,AFIB,"[acutus,medical,inc]","[acutus,medical,inc,common,stock]","Acutus Medical, Inc.",Acutus Medical Inc. Common Stock,0.6
8826,CRL,"[charles,river,laboratories,inc]","[charles,river,laboratories,international,inc,common,stock]","Charles River Laboratories, Inc.",Charles River Laboratories International Inc. Common Stock,0.5714285714285714
39818,AMN,"[knueppel,healthcare,services,inc]","[amn,healthcare,services,inc,amn,healthcare,services,inc]",Knueppel Healthcare Services Inc.,AMN Healthcare Services Inc AMN Healthcare Services Inc,0.6
5429,VIEWW,"[view,inc]","[view,inc,warrant]","View, Inc.",View Inc. Warrant,0.6666666666666666
5875,DKS,"[dick,s,sporting,goods,inc]","[dick,s,sporting,goods,inc,common,stock]","Dick's Sporting Goods, Inc",Dick's Sporting Goods Inc Common Stock,0.7142857142857143
16021,CRD/B,"[crawford,company]","[crawford,company]",Crawford & Company,Crawford & Company,1.0
2871,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]",Live Nation Entertainment Inc,Live Nation Entertainment Inc. Common Stock,0.6666666666666666
4861,SGC,"[superior,group,of,companies,inc]","[superior,group,of,companies,inc,common,stock]","Superior Group of Companies, Inc.",Superior Group of Companies Inc. Common Stock,0.7142857142857143
11654,EA,"[electronic,arts,inc]","[electronic,arts,inc,common,stock]",Electronic Arts Inc.,Electronic Arts Inc. Common Stock,0.6
18346,JJSF,"[j,j,snack,foods,sales,corp]","[j,j,snack,foods,corp,common,stock]",J & J Snack Foods Sales Corp.,J & J Snack Foods Corp. Common Stock,0.5714285714285714
22850,CBRL,"[cracker,barrel,old,country,store]","[cracker,barrel,old,country,store,inc,common,stock]",Cracker Barrel Old Country Store,Cracker Barrel Old Country Store Inc Common Stock,0.625
21895,GPN,"[global,payments,inc]","[global,payments,inc,common,stock]","Global Payments, Inc.",Global Payments Inc. Common Stock,0.6
24636,FA,"[first,advantage,corporation]","[first,advantage,corporation,common,stock]",First Advantage Corporation,First Advantage Corporation Common Stock,0.6
6907,PLCE,"[the,children,s,place,inc]","[children,s,place,inc,the,common,stock]","THE CHILDREN'S PLACE, INC",Children's Place Inc. (The) Common Stock,0.7142857142857143
7370,CAKE,"[the,cheesecake,factory,bakery,incorporated]","[cheesecake,factory,incorporated,the,common,stock]",The Cheesecake Factory Bakery Incorporated,Cheesecake Factory Incorporated (The) Common Stock,0.5714285714285714
9168,JACK,"[jack,in,the,box,inc]","[jack,in,the,box,inc,common,stock]",Jack in the Box Inc.,Jack In The Box Inc. Common Stock,0.7142857142857143
17593,GT,"[goodyear,tire,rubber,company]","[the,goodyear,tire,rubber,company,common,stock]",Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company Common Stock,0.5714285714285714
39614,REVG,"[rev,group,inc]","[rev,group,inc,common,stock]",Rev Group Inc,REV Group Inc. Common Stock,0.6
9352,SJM,"[the,j,m,smucker,company]","[j,m,smucker,company,the,new,common,stock]",The J.M. Smucker Company,J.M. Smucker Company (The) New Common Stock,0.625
12585,VIAV,"[viavi,solutions,inc]","[viavi,solutions,inc,common,stock]",Viavi Solutions Inc.,Viavi Solutions Inc. Common Stock,0.6
12869,ARW,"[arrow,electronics,inc]","[arrow,electronics,inc,common,stock]","Arrow Electronics, Inc.",Arrow Electronics Inc. Common Stock,0.6
2189,DGX,"[quest,diagnostics,incorporated]","[quest,diagnostics,incorporated,common,stock]",Quest Diagnostics Incorporated,Quest Diagnostics Incorporated Common Stock,0.6
24371,PLCE,"[the,children,s,place]","[children,s,place,inc,the,common,stock]",The Children's Place,Children's Place Inc. (The) Common Stock,0.5714285714285714
40147,GILD,"[gilead,sciences,inc]","[gilead,sciences,inc,common,stock]","Gilead Sciences, Inc",Gilead Sciences Inc. Common Stock,0.6
43396,CTMX,"[cytomx,therapeutics,inc]","[cytomx,therapeutics,inc,common,stock]",CytomX Therapeutics Inc.,CytomX Therapeutics Inc. Common Stock,0.6
7492,CAKE,"[the,cheesecake,factory,incorporated]","[cheesecake,factory,incorporated,the,common,stock]",The Cheesecake Factory Incorporated,Cheesecake Factory Incorporated (The) Common Stock,0.6666666666666666
43977,CSGP,"[costar,group,inc]","[costar,group,inc,common,stock]","CoStar Group, Inc.",CoStar Group Inc. Common Stock,0.6
44137,SQZ,"[sqz,biotechnologies,company]","[sqz,biotechnologies,company,common,stock]",SQZ Biotechnologies Company,SQZ Biotechnologies Company Common Stock,0.6
29114,LYTS,"[lsi,industries,inc]","[lsi,industries,inc,common,stock]","LSI Industries, Inc.",LSI Industries Inc. Common Stock,0.6
10357,ALK,"[alaska,air,group,inc]","[alaska,air,group,inc,common,stock]","Alaska Air Group, Inc.",Alaska Air Group Inc. Common Stock,0.6666666666666666
35361,RCM,"[r1,rcm,inc]","[r1,rcm,inc,common,stock]",R1 RCM Inc.,R1 RCM Inc. Common Stock,0.6
5485,RWT,"[redwood,trust,inc]","[redwood,trust,inc,common,stock]",Redwood Trust Inc,Redwood Trust Inc. Common Stock,0.6
22467,DXLG,"[destination,xl,group,inc]","[destination,xl,group,inc,common,stock]","Destination XL Group, Inc.",Destination XL Group Inc. Common Stock,0.6666666666666666
41112,BMY,"[bristol,myers,squibb,company]","[bristol,myers,squibb,company,common,stock]",Bristol Myers Squibb Company,Bristol-Myers Squibb Company Common Stock,0.6666666666666666
8647,FLXS,"[flexsteel,industries,inc]","[flexsteel,industries,inc,common,stock]","Flexsteel Industries, Inc.",Flexsteel Industries Inc. Common Stock,0.6
253,DDS,"[dillard,s,inc]","[dillard,s,inc,common,stock]","DILLARD'S, INC.",Dillard's Inc. Common Stock,0.6
299,LMT,"[lockheed,martin,corporation]","[lockheed,martin,corporation,common,stock]",LOCKHEED MARTIN CORPORATION,Lockheed Martin Corporation Common Stock,0.6
33463,CVGI,"[commercial,vehicle,group,inc]","[commercial,vehicle,group,inc,common,stock]",Commercial Vehicle Group Inc.,Commercial Vehicle Group Inc. Common Stock,0.6666666666666666
10634,TSN,"[tyson,foods,inc]","[tyson,foods,inc,common,stock]",Tyson Foods Inc.,Tyson Foods Inc. Common Stock,0.6
335,X,"[united,states,steel,corporation]","[united,states,steel,corporation,common,stock]",UNITED STATES STEEL CORPORATION,United States Steel Corporation Common Stock,0.6666666666666666
37696,GNW,"[genworth,financial,inc]","[genworth,financial,inc,common,stock]",Genworth Financial Inc.,Genworth Financial Inc Common Stock,0.6
11937,LAUR,"[laureate,education,inc]","[laureate,education,inc,common,stock]",Laureate Education Inc,Laureate Education Inc. Common Stock,0.6
19296,IP,"[international,paper,company]","[international,paper,company,common,stock]",International Paper Company,International Paper Company Common Stock,0.6
39682,FL,"[foot,locker]","[foot,locker,inc]",Foot Locker,Foot Locker Inc.,0.6666666666666666
43676,MMSI,"[merit,medical,systems,inc]","[merit,medical,systems,inc,common,stock]","Merit Medical Systems, Inc.",Merit Medical Systems Inc. Common Stock,0.6666666666666666
5597,JAKK,"[jakks,pacific,inc]","[jakks,pacific,inc,common,stock]","JAKKS Pacific, Inc.",JAKKS Pacific Inc. Common Stock,0.6
31580,SWK,"[stanley,black,decker,inc]","[stanley,black,decker,inc,common,stock]","Stanley Black & Decker, Inc.",Stanley Black & Decker Inc. Common Stock,0.6666666666666666
32795,CHK,"[chesapeake,energy,corporation]","[chesapeake,energy,corporation,common,stock]",Chesapeake Energy Corporation,Chesapeake Energy Corporation Common Stock,0.6
29072,MTSI,"[macom,technology,solutions,inc]","[macom,technology,solutions,holdings,inc,common,stock]",MACOM Technology Solutions Inc.,MACOM Technology Solutions Holdings Inc. Common Stock,0.5714285714285714
6982,BJRI,"[bj,s,restaurants,inc]","[bj,s,restaurants,inc,common,stock]","BJ's Restaurants, Inc.",BJ's Restaurants Inc. Common Stock,0.6666666666666666
90,T,"[at,t]","[at,t,inc]",AT&T,AT&T Inc.,0.6666666666666666
40218,RL,"[ralph,lauren,corporation]","[ralph,lauren,corporation,common,stock]",Ralph Lauren Corporation,Ralph Lauren Corporation Common Stock,0.6
627,MHK,"[mohawk,industries,inc]","[mohawk,industries,inc,common,stock]","MOHAWK INDUSTRIES, INC.",Mohawk Industries Inc. Common Stock,0.6
1811,BSX,"[boston,scientific,corporation]","[boston,scientific,corporation,common,stock]",Boston Scientific Corporation,Boston Scientific Corporation Common Stock,0.6
22532,EMN,"[eastman,chemical,company]","[eastman,chemical,company,common,stock]",Eastman Chemical Company,Eastman Chemical Company Common Stock,0.6
39679,SND,"[smart,sand,inc]","[smart,sand,inc,common,stock]",Smart Sand Inc.,Smart Sand Inc. Common Stock,0.6
5707,DKS,"[dick,s,sporting,goods,inc]","[dick,s,sporting,goods,inc,common,stock]","Dick's Sporting Goods, Inc.",Dick's Sporting Goods Inc Common Stock,0.7142857142857143
36619,APD,"[air,products,and,chemicals,inc]","[air,products,and,chemicals,inc,common,stock]","Air Products and Chemicals, Inc.",Air Products and Chemicals Inc. Common Stock,0.7142857142857143
5923,DIN,"[dine,brands,global,inc]","[dine,brands,global,inc,common,stock]","Dine Brands Global, Inc.",Dine Brands Global Inc. Common Stock,0.6666666666666666
14604,LEG,"[leggett,platt,incorporated]","[leggett,platt,incorporated,common,stock]","Leggett & Platt, Incorporated",Leggett & Platt Incorporated Common Stock,0.6
18877,TOL,"[toll,brothers,inc]","[toll,brothers,inc,common,stock]","Toll Brothers, Inc.",Toll Brothers Inc. Common Stock,0.6
18902,X,"[united,states,steel,corporation]","[united,states,steel,corporation,common,stock]",United States Steel Corporation,United States Steel Corporation Common Stock,0.6666666666666666
26028,FLWS,"[1,800,flowers,com]","[1,800,flowers,com,inc,common,stock]",1-800 Flowers.com,1-800-FLOWERS.COM Inc. Common Stock,0.5714285714285714
16636,BK,"[bny,mellon,the,bank,of,new,york,mellon]","[the,bank,of,new,york,mellon,corporation,common,stock]",Bny Mellon (the Bank Of New York Mellon),The Bank of New York Mellon Corporation Common Stock,0.6
20568,DDS,"[dillard,s,inc]","[dillard,s,inc,common,stock]",Dillard's Inc.,Dillard's Inc. Common Stock,0.6
21757,SHW,"[the,sherwin,williams,company]","[sherwin,williams,company,the,common,stock]",The Sherwin-Williams Company,Sherwin-Williams Company (The) Common Stock,0.6666666666666666
26560,NATH,"[nathan,s,famous,inc]","[nathan,s,famous,inc,common,stock]","Nathan's Famous, Inc.",Nathan's Famous Inc. Common Stock,0.6666666666666666
8935,DECK,"[deckers,outdoor,corporation]","[deckers,outdoor,corporation,common,stock]",Deckers Outdoor Corporation,Deckers Outdoor Corporation Common Stock,0.6
14230,ABG,"[asbury,automotive,group,inc]","[asbury,automotive,group,inc,common,stock]","Asbury Automotive Group, Inc.",Asbury Automotive Group Inc Common Stock,0.6666666666666666
42527,AKBA,"[akebia,therapeutics,inc,akebia]","[akebia,therapeutics,inc,common,stock]","\"Akebia Therapeutics, Inc. (\"\"Akebia\"\")\"",Akebia Therapeutics Inc. Common Stock,0.6
1023,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,0.6666666666666666
11836,HRL,"[hormel,foods,corporation]","[hormel,foods,corporation,common,stock]",HORMEL FOODS CORPORATION,Hormel Foods Corporation Common Stock,0.6
3582,RHI,"[robert,half,international,inc]","[robert,half,international,inc,common,stock]",Robert Half International Inc.,Robert Half International Inc. Common Stock,0.6666666666666666
13637,EXPE,"[expedia,group,inc]","[expedia,group,inc,common,stock]","Expedia Group, Inc.",Expedia Group Inc. Common Stock,0.6
20931,BLMN,"[bloomin,brands,inc]","[bloomin,brands,inc,common,stock]",Bloomin' Brands Inc.,Bloomin' Brands Inc. Common Stock,0.6
8477,ICUI,"[icu,medical,inc]","[icu,medical,inc,common,stock]","ICU Medical, Inc",ICU Medical Inc. Common Stock,0.6
