id1,id2,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
16904,IP,"[international,paper,company]","[international,paper,company,common,stock]",International Paper Company,International Paper Company Common Stock,0.6
1977,CRC,"[california,resources,corporation]","[california,resources,corporation,common,stock]",California Resources Corporation,California Resources Corporation Common Stock,0.6
17376,T,"[at,t]","[at,t,inc]",At & T,AT&T Inc.,0.6666666666666666
17817,T,"[at,t]","[at,t,inc]",At&t,AT&T Inc.,0.6666666666666666
26559,NATH,"[nathan,s,famous,inc]","[nathan,s,famous,inc,common,stock]","Nathan's Famous, Inc.",Nathan's Famous Inc. Common Stock,0.6666666666666666
474,DLA,"[delta,apparel,inc]","[delta,apparel,inc,common,stock]","DELTA APPAREL, INC.",Delta Apparel Inc. Common Stock,0.6
10327,V,"[visa,inc]","[visa,inc]",Visa Inc.,Visa Inc.,1.0
18830,COKE,"[coca,cola,consolidated,inc]","[coca,cola,consolidated,inc,common,stock]","Coca-Cola Consolidated, Inc.",Coca-Cola Consolidated Inc. Common Stock,0.6666666666666666
18900,AMWD,"[american,woodmark,corporation]","[american,woodmark,corporation,common,stock]",American Woodmark Corporation,American Woodmark Corporation Common Stock,0.6
229,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",THE BOEING COMPANY,Boeing Company (The) Common Stock,0.6
17239,DAL,"[delta,air,lines,inc]","[delta,air,lines,inc,common,stock]","Delta Air Lines, Inc.",Delta Air Lines Inc. Common Stock,0.6666666666666666
20548,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
20575,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
29073,AB,"[alliancebernstein,l,p]","[alliancebernstein,holding,l,p,units]",AllianceBernstein L.P.,AllianceBernstein Holding L.P.  Units,0.6
32230,CMCO,"[columbus,mckinnon,corporation]","[columbus,mckinnon,corporation,common,stock]",Columbus McKinnon Corporation,Columbus McKinnon Corporation Common Stock,0.6
