id1,id2,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
43881,CSCO,"[cisco,systems]","[cisco,systems,de]","Cisco Systems, Inc.",Cisco Systems Inc. Common Stock (DE),0.6666666666666666
6494,GES,[guess],[guess],"Guess, Inc.",Guess? Inc. Common Stock,1.0
11115,BA,[boeing],[boeing],Boeing Company,Boeing Company (The) Common Stock,1.0
20261,BA,[boeing],[boeing],Boeing,Boeing Company (The) Common Stock,1.0
20674,BA,[boeing],[boeing],Boeing,Boeing Company (The) Common Stock,1.0
21147,PLAY,"[dave,buster,s]","[dave,buster,s,entertainment]",Dave & Buster's,Dave & Buster's Entertainment Inc. Common Stock,0.75
252,DDS,"[dillard,s]","[dillard,s]","DILLARD'S, INC.",Dillard's Inc. Common Stock,1.0
26364,COF,"[capital,one]","[capital,one,financial]",Capital One,Capital One Financial Corporation Common Stock,0.6666666666666666
32067,KR,[kroger],[kroger],Kroger,Kroger Company (The) Common Stock,1.0
33644,CAH,"[cardinal,health]","[cardinal,health]",Cardinal Health,Cardinal Health Inc. Common Stock,1.0
36368,BAC,"[bank,of,america,plano2]","[bank,of,america]",Bank of America-Plano2,Bank of America Corporation Common Stock,0.75
38363,ACM,[aecom],[aecom],AECOM,AECOM Common Stock,1.0
40564,JPM,"[jp,morgan,chase]","[jp,morgan,chase]",JP Morgan Chase & Company,JP Morgan Chase & Co. Common Stock,1.0
42034,JNJ,"[johnson,johnson]","[johnson,johnson]",JOHNSON & JOHNSON,Johnson & Johnson Common Stock,1.0
5571,PH,"[parker,hannifin,parker,aerospace]","[parker,hannifin]",Parker Hannifin - Parker Aerospace Group,Parker-Hannifin Corporation Common Stock,0.6666666666666666
5657,SNBR,"[sleep,number]","[sleep,number]",Sleep Number,Sleep Number Corporation Common Stock,1.0
8173,MAN,[manpowergroup],[manpowergroup],ManpowerGroup,ManpowerGroup Common Stock,1.0
10337,PCG,"[pacific,gas,and,electric]","[pacific,gas,electric]",Pacific Gas and Electric Company,Pacific Gas & Electric Co. Common Stock,0.75
1104,CAR,"[avis,budget]","[avis,budget]",Avis Budget,Avis Budget Group Inc. Common Stock,1.0
